iter	MultiClass
130	0.04736392206
131	0.04674231877
132	0.04634248742
133	0.04601056255
134	0.04557364108
135	0.04506890936
136	0.04470205287
137	0.04431802298
138	0.04380802564
139	0.04335677489
140	0.04291796263
141	0.04252231593
142	0.04232718377
143	0.04204942533
144	0.0416906114
145	0.04134432309
146	0.04102174968
147	0.04066612758
148	0.04029158288
149	0.03991884802
150	0.03956043961
151	0.03918993143
152	0.03895936547
153	0.03859036738
154	0.0382869759
155	0.03802101946
156	0.03769258308
157	0.03739475719
158	0.03712204906
159	0.0369683847
160	0.03675406602
161	0.03649548219
162	0.03629663901
163	0.03601451872
164	0.03577259166
165	0.03549986031
166	0.03517343155
167	0.03488934236
168	0.03457703027
169	0.03439064879
170	0.03413801867
171	0.03387269248
172	0.03354808427
173	0.03331240977
174	0.03309080511
175	0.03277581023
176	0.03251104533
177	0.03234915816
178	0.03211305316
179	0.03184333142
180	0.0316001221
181	0.0314387725
182	0.03130548654
183	0.03108370008
184	0.03091480009
185	0.03076311292
186	0.03056009989
187	0.03032811995
188	0.03011792925
189	0.0299313122
190	0.02976501818
191	0.0295703636
192	0.02939262736
193	0.02920632134
194	0.02901306089
195	0.02884176992
196	0.0286294864
197	0.02842727691
198	0.02827644308
199	0.02808329352
200	0.02794775691
201	0.02778875664
202	0.02764129086
203	0.02753315634
204	0.02734063996
205	0.02717820285
206	0.02701605408
207	0.02683082023
208	0.02663523627
209	0.02646721274
210	0.02633503936
211	0.02621548863
212	0.02602409331
213	0.02589709631
214	0.02576423059
215	0.0256124966
216	0.02550737335
217	0.02536252642
218	0.02520840685
219	0.02509690967
220	0.02496889841
221	0.02485847604
222	0.02473732429
223	0.02459588551
224	0.02443964325
225	0.02431026852
226	0.02416377967
227	0.02403400249
228	0.02393702036
229	0.02383354665
230	0.02371407179
231	0.02360934746
232	0.02348583418
233	0.02337266084
234	0.02325332135
235	0.02313679604
236	0.02301452223
237	0.022920823
238	0.02280250971
239	0.02271288677
240	0.02256657337
241	0.02246832535
242	0.02238158417
243	0.02226019028
244	0.02214663298
245	0.02203869408
246	0.02192333276
247	0.02184923407
248	0.02174166222
249	0.02165705905
250	0.02156255221
251	0.02148852165
252	0.02140493052
253	0.02132539025
254	0.02119547623
255	0.02109450367
256	0.02099741171
257	0.02090859837
258	0.02082848855
259	0.02073321428
260	0.0206403375
261	0.02055017315
262	0.02044789305
263	0.02036209714
264	0.02029061956
265	0.02018297294
266	0.02005885735
267	0.01997155859
268	0.01987996208
269	0.0197621387
270	0.01967995713
271	0.01958793465
272	0.01950609396
273	0.01940591078
274	0.01933528481
275	0.01928544033
276	0.01922961558
277	0.01910349176
278	0.01904823352
279	0.01897285612
280	0.01889037079
281	0.01881813979
282	0.0187343595
283	0.01866103365
284	0.01858577637
285	0.01849726633
286	0.01841844467
287	0.01836080635
288	0.01830572672
289	0.01825162117
290	0.01820169458
291	0.01813300883
292	0.01806253998
293	0.01798356398
294	0.01790398236
295	0.0177911224
296	0.01772324135
297	0.0176536523
298	0.01758847582
299	0.01751992329
300	0.01745723532
301	0.01739511155
302	0.01733746107
303	0.01727468031
304	0.01722011973
305	0.01716905207
306	0.01710847454
307	0.01705785923
308	0.01698794871
309	0.01692430557
310	0.01686207327
311	0.01681981108
312	0.01676308147
313	0.01669885791
314	0.0166399003
315	0.01658565794
316	0.01651129158
317	0.01644687424
318	0.01637664759
319	0.01632944132
320	0.01627925561
321	0.01622439967
322	0.01618125503
323	0.01614663223
324	0.01609753763
325	0.01603926489
326	0.01599670323
327	0.01593708699
328	0.01589242782
329	0.01582111844
330	0.01577045703
331	0.01570998959
332	0.01565946009
333	0.01560296488
334	0.01555488202
335	0.01550730643
336	0.01544416698
337	0.01538614907
338	0.01534160646
339	0.01529036629
340	0.01524222972
341	0.01518731726
342	0.01514738277
343	0.0150941068
344	0.01504198109
345	0.01500399937
346	0.01496213009
347	0.01490104928
348	0.01484302647
349	0.01480559795
350	0.01476363396
351	0.01472290973
352	0.01468926518
353	0.01464035204
354	0.01459145003
355	0.01455591101
356	0.01452810505
357	0.01448715919
358	0.01444987655
359	0.01440145029
360	0.01437102555
361	0.01433235381
362	0.01429774626
363	0.0142553386
364	0.01420344509
365	0.01417211002
366	0.01412435202
367	0.01408931031
368	0.01403508882
369	0.01400302795
370	0.01394642071
371	0.01390467514
372	0.01387472619
373	0.01383474485
374	0.01379216295
375	0.01375053484
376	0.01371197974
377	0.0136650726
378	0.01361648498
379	0.01357298494
380	0.01352850968
381	0.0134864566
382	0.01344825631
383	0.01340711732
384	0.01337060631
385	0.01333753883
386	0.01329607828
387	0.0132476284
388	0.0132148072
389	0.01317221845
390	0.01313337179
391	0.01309159442
392	0.0130514375
393	0.01301080168
394	0.01297311694
395	0.01293488855
396	0.01287886986
397	0.01285585816
398	0.0128137675
399	0.01277780939
400	0.01273469875
401	0.01270320691
402	0.0126544078
403	0.01261688452
404	0.01258338286
405	0.01254386055
406	0.01251847805
407	0.01249264231
408	0.01246272775
409	0.01243742571
410	0.01240573085
411	0.01237076816
412	0.01234727707
413	0.01232396647
414	0.01229786017
415	0.01227433835
416	0.01224034553
417	0.01220782031
418	0.0121852591
419	0.01216382949
420	0.01212919106
421	0.01208988295
422	0.01206605492
423	0.01203150207
424	0.01199166486
425	0.01196043814
426	0.01191921678
427	0.01187203603
428	0.01184740391
429	0.01181282382
430	0.01179243306
431	0.01175415793
432	0.01171615514
433	0.01167938777
434	0.01164191969
435	0.0116204072
436	0.01158226946
437	0.01155723569
438	0.01153076731
439	0.01151154272
440	0.01148751307
441	0.01146714261
442	0.01144276091
443	0.01141861822
444	0.01138824292
445	0.01135831178
446	0.01133765714
447	0.0113066693
448	0.01127955407
449	0.01125044229
450	0.01122683957
451	0.01119214615
452	0.01117284712
453	0.01114443781
454	0.01111921986
455	0.0110909476
456	0.01105975872
457	0.01103965872
458	0.0110221686
459	0.01099367871
460	0.01097417078
461	0.01094638581
462	0.01092081374
463	0.01090074086
464	0.01087545392
465	0.01085215128
466	0.0108191486
467	0.01078925747
468	0.0107604976
469	0.01073652953
470	0.01070770423
471	0.01067911769
472	0.01065672027
473	0.01062941994
474	0.01060852734
475	0.01059157943
476	0.0105648264
477	0.01054101086
478	0.01051372061
479	0.01048978668
480	0.01046267006
481	0.01043598458
482	0.01041297832
483	0.01039028964
484	0.01035357792
485	0.0103311449
486	0.01030893801
487	0.01028628868
488	0.01026673502
489	0.0102461556
490	0.01022391509
491	0.0102076739
492	0.0101907326
493	0.01016667515
494	0.01014127136
495	0.01012507352
496	0.01010586957
497	0.01008411315
498	0.01006789359
499	0.01005217854
500	0.01002940413
501	0.01000847666
502	0.00999233165
503	0.00996957129
504	0.009954519483
505	0.009932840076
506	0.009913840077
507	0.009893118448
508	0.009872763889
509	0.009850212375
510	0.00983013627
511	0.009811652522
512	0.009789693809
513	0.009775706568
514	0.009753165119
515	0.009732005826
516	0.009714049308
517	0.009693425009
518	0.009674400502
519	0.009652243555
520	0.009637803469
521	0.009619586123
522	0.009604575313
523	0.009584971629
524	0.009563339653
525	0.009539564262
526	0.009510175979
527	0.009479327942
528	0.009462924783
529	0.00944102635
530	0.009422598323
531	0.009401682306
532	0.009385607085
533	0.009362816252
534	0.009346016486
535	0.009325265728
536	0.009305783612
537	0.009288204324
538	0.00926886008
539	0.009250080293
540	0.00923023909
541	0.009208413301
542	0.009195200258
543	0.009175204073
544	0.00915587728
545	0.009143399459
546	0.009120131619
547	0.009101046569
548	0.009078004701
549	0.00905529454
550	0.009034649764
551	0.009019535453
552	0.008997419498
553	0.00898310322
554	0.008971218581
555	0.00895138651
556	0.008931289159
557	0.008914859721
558	0.008892656224
559	0.008871048339
560	0.008858911075
561	0.008842161602
562	0.008829362954
563	0.008813466383
564	0.008799317874
565	0.00878312414
566	0.008767296259
567	0.008750860893
568	0.008733226121
569	0.008713992254
570	0.00870334371
571	0.008683529253
572	0.008662870008
573	0.008644706548
574	0.008626738871
575	0.008610089838
576	0.008595322772
577	0.008581914964
578	0.008568877019
579	0.008545361613
580	0.008528692714
581	0.008513843794
582	0.008495450766
583	0.008478850179
584	0.008463958681
585	0.008451196828
586	0.008430752239
587	0.00841517879
588	0.008397623707
589	0.008377960053
590	0.008364311813
591	0.008343707041
592	0.008327568583
593	0.008314880837
594	0.00830401852
595	0.008287603172
596	0.008273308805
597	0.008261800688
598	0.008246183142
599	0.008230001147
600	0.008215342777
601	0.00820121001
602	0.00818389525
603	0.008169904013
604	0.008157930458
605	0.008141055332
606	0.008125834632
607	0.008110399274
608	0.008096177766
609	0.008081529125
610	0.008071282714
611	0.008052562564
612	0.008034689185
613	0.008022226157
614	0.00800237839
615	0.00798900217
616	0.007976107298
617	0.007966710823
618	0.007953673204
619	0.007941011296
620	0.007926519809
621	0.007913352605
622	0.007900366712
623	0.007888840831
624	0.007873455272
625	0.007861455428
626	0.00783993283
627	0.007828974613
628	0.007813874274
629	0.007802570839
630	0.007789631532
631	0.007777908471
632	0.007763635108
633	0.007750886156
634	0.007733663999
635	0.007716528172
636	0.007707491267
637	0.007694499987
638	0.007683638071
639	0.007668583717
640	0.007653921866
641	0.00764385788
642	0.007630047299
643	0.007614613645
644	0.007600940712
645	0.007583208551
646	0.007573661253
647	0.007562134621
648	0.007551576979
649	0.007540491733
650	0.007527157323
651	0.007512318739
652	0.007504299874
653	0.00749050106
654	0.007478219198
655	0.007465167041
656	0.00745556994
657	0.007444022322
658	0.007429347407
659	0.007420116901
660	0.007409099843
661	0.007397092799
662	0.007379492388
663	0.007365917375
664	0.007356883293
665	0.007346006852
666	0.007334495977
667	0.007321326767
668	0.007310566615
669	0.007293078885
670	0.007282239716
671	0.00727221931
672	0.007262456877
673	0.007251155679
674	0.007241987035
675	0.007233835853
676	0.007220546957
677	0.007209465672
678	0.007198606469
679	0.007185994914
680	0.007174916759
681	0.007164264866
682	0.007152826355
683	0.007140618553
684	0.007129738967
685	0.00712001701
686	0.007108186048
687	0.007100995252
688	0.007089725334
689	0.007078288357
690	0.007071184134
691	0.007062827474
692	0.007051371199
693	0.007043220142
694	0.007033029272
695	0.0070223757
696	0.00701240551
697	0.007004932696
698	0.006990819105
699	0.006980062547
700	0.006971215066
701	0.006957631048
702	0.006946550833
703	0.006938621535
704	0.006928788993
705	0.006917709904
706	0.00690794929
707	0.00689905834
708	0.006887627212
709	0.006879627287
710	0.006866383609
711	0.006851905368
712	0.006842343102
713	0.006829173005
714	0.006817965315
715	0.006805167876
716	0.006794873782
717	0.006785333244
718	0.006775600437
719	0.006766369933
720	0.006758962303
721	0.0067486108
722	0.006738405416
723	0.006729046075
724	0.006716325192
725	0.006708066422
726	0.006699038745
727	0.006688104948
728	0.006680321334
729	0.006668686566
730	0.006657100437
731	0.006646454825
732	0.00663656185
733	0.006627366658
734	0.006616639155
735	0.006607936519
736	0.00659939435
737	0.006589880681
738	0.006577374339
739	0.00656815835
740	0.00655483328
741	0.006548003074
742	0.006539135376
743	0.006531313198
744	0.006523794263
745	0.00651363534
746	0.006504497459
747	0.006496194368
748	0.006487062333
749	0.006479806366
750	0.006469546898
751	0.0064613881
752	0.006451642322
753	0.006439979207
754	0.00643263437
755	0.006425164401
756	0.006417702254
757	0.006409161561
758	0.006399287167
759	0.006390261541
760	0.006381726504
761	0.006371600015
762	0.00636226446
763	0.006352720719
764	0.006342078979
765	0.006331920125
766	0.00632490024
767	0.006317633002
768	0.006302608184
769	0.006294919068
770	0.006286491166
771	0.006275098137
772	0.006267746257
773	0.006261013392
774	0.006250667332
775	0.006243733966
776	0.006236937352
777	0.006229534778
778	0.006223360904
779	0.006215718486
780	0.006208069205
781	0.006199589666
782	0.006190536938
783	0.006183817618
784	0.006177914839
785	0.00616898898
786	0.00615403475
787	0.006141100175
788	0.00613436927
789	0.006125887671
790	0.006117450025
791	0.006111912786
792	0.006107102451
793	0.006098193261
794	0.006089006774
795	0.006081757194
796	0.00607505586
797	0.006066742426
798	0.006059077923
799	0.006053791514
800	0.006046848717
801	0.006040951117
802	0.006032357536
803	0.006026294665
804	0.006020147757
805	0.006012288214
806	0.006004448412
807	0.005996685832
808	0.005986586486
809	0.005981714094
810	0.00597365533
811	0.005967613432
812	0.005961178341
813	0.005955417745
814	0.005947430885
815	0.005940874585
816	0.005931210996
817	0.00592460129
818	0.005918472709
819	0.005910074438
820	0.005902554419
821	0.005894605672
822	0.005886383776
823	0.005879941253
824	0.005873489953
825	0.005865600539
826	0.005859090256
827	0.005849299819
828	0.005840350709
829	0.005831454998
830	0.005825131355
831	0.00581584846
832	0.00581070053
833	0.005804315794
834	0.005797633707
835	0.005788195608
836	0.005778509878
837	0.005773674619
838	0.005768521545
839	0.005761045834
840	0.005754018949
841	0.005746156217
842	0.005739775633
843	0.005732776578
844	0.005724797272
845	0.005717155644
846	0.005710119016
847	0.00570278084
848	0.005697160325
849	0.005688943656
850	0.00568213814
851	0.005677391311
852	0.005672220913
853	0.005667013406
854	0.005659778468
855	0.00565294604
856	0.0056471683
857	0.005641965424
858	0.005635168591
859	0.005626356616
860	0.005618365967
861	0.005610504155
862	0.005602158548
863	0.00559748056
864	0.005589102947
865	0.005584546269
866	0.005577392861
867	0.005571839274
868	0.005565187485
869	0.005559429428
870	0.005552667433
871	0.00554807937
872	0.005541593624
873	0.005534591856
874	0.005526133781
875	0.005518712168
876	0.005514036762
877	0.005508146668
878	0.005501244136
879	0.005493044653
880	0.005486664209
881	0.005478171714
882	0.005470342052
883	0.00546360253
884	0.005458557348
885	0.005451576388
886	0.005445999059
887	0.005439319075
888	0.00543138003
889	0.005425758735
890	0.005419426412
891	0.005413572739
892	0.005407518189
893	0.005403094314
894	0.005396976976
895	0.005387936247
896	0.005382234967
897	0.005377373229
898	0.005370872583
899	0.005365660957
900	0.005359665934
901	0.005354418959
902	0.005347618969
903	0.005341562647
904	0.005336098445
905	0.005329065165
906	0.005324562692
907	0.005317977748
908	0.005309791182
909	0.005303314987
910	0.005297889247
911	0.005292138496
912	0.005285486154
913	0.005276991482
914	0.005271351537
915	0.005264671256
916	0.0052584652
917	0.005252169454
918	0.005246391365
919	0.005238702323
920	0.00523306312
921	0.005228965507
922	0.00522247874
923	0.005217129572
924	0.005210965133
925	0.005207245612
926	0.00520240882
927	0.005197352198
928	0.005190585695
929	0.005185121854
930	0.005181331722
931	0.005174711749
932	0.005170428079
933	0.00516375886
934	0.005157856376
935	0.005152666607
936	0.005147556927
937	0.005140762803
938	0.005134225448
939	0.005130293619
940	0.005124678133
941	0.005119622332
942	0.00511554701
943	0.005109188683
944	0.005104003066
945	0.005098953047
946	0.005093275458
947	0.005087265552
948	0.005082771516
949	0.005077286519
950	0.005071881474
951	0.005067973481
952	0.005063855462
953	0.005056697421
954	0.005050582238
955	0.005045595766
956	0.005037660069
957	0.005033646316
958	0.005026645927
959	0.005022280636
960	0.005017075771
961	0.005013141626
962	0.005008253913
963	0.005001727533
964	0.004996333744
965	0.004990919347
966	0.004985564462
967	0.004979662487
968	0.004974375721
969	0.004969598934
970	0.004964669359
971	0.004958998329
972	0.004954570773
973	0.00494814101
974	0.004944927729
975	0.004940352354
976	0.004936144854
977	0.004930910116
978	0.004924440455
979	0.004920735732
980	0.004913885394
981	0.004906359706
982	0.004901022517
983	0.004895545064
984	0.004889998234
985	0.004885477576
986	0.004882437841
987	0.004877471572
988	0.004873557593
989	0.004867783611
990	0.004861726123
991	0.004857348918
992	0.004852069999
993	0.00484675625
994	0.004841937981
995	0.004837171541
996	0.004831128662
997	0.004826217198
998	0.004820135339
999	0.004815066889
